date_,store,department,item,unit_price,quantity,on_promotion,promotion_type
20100628,357,1,593171,10,2,N,0
20100629,357,1,593171,10,4,N,0
20100630,357,1,593171,10,4,N,0
20100702,357,1,593171,10,12,N,0
20100705,357,1,593171,10,2,N,0
20100706,357,1,593171,10,24,N,0
20100709,357,1,593171,10,10,N,0
20100710,357,1,593171,10,4,N,0
20100712,357,1,593171,10,2,N,0
20100713,357,1,593171,10,4,N,0
20100714,357,1,593171,10,2,N,0
20100716,357,1,593171,10,10,N,0
20100717,357,1,593171,10,2,N,0
20100718,357,1,593171,10,2,N,0
20100719,357,1,593171,10,2,N,0
20100721,357,1,593171,10,4,N,0
20100722,357,1,593171,10,2,N,0
20100723,357,1,593171,10,8,N,0
20100724,357,1,593171,10,2,N,0
20100725,357,1,593171,10,2,N,0
20100727,357,1,593171,10,6,N,0
20100728,357,1,593171,10,2,N,0
20100729,357,1,593171,10,8,N,0
20100730,357,1,593171,10,2,N,0
20100731,357,1,593171,10,4,N,0
20100801,357,1,593171,10,2,N,0
20100803,357,1,593171,10,4,N,0
20100804,357,1,593171,10,2,N,0
20100806,357,1,593171,10,4,N,0
20100808,357,1,593171,10,4,N,0
20100809,357,1,593171,10,2,N,0
20100810,357,1,593171,10,2,N,0
20100811,357,1,593171,10,2,N,0
20100813,357,1,593171,10,4,N,0
20100814,357,1,593171,10,2,N,0
20100815,357,1,593171,10,8,N,0
20100816,357,1,593171,10,2,N,0
20100817,357,1,593171,10,14,N,0
20100818,357,1,593171,10,4,N,0
20100822,357,1,593171,10,20,N,0
20100823,357,1,593171,10,2,N,0
20100825,357,1,593171,10,2,N,0
20100826,357,1,593171,10,4,N,0
20100827,357,1,593171,10,2,N,0
20100829,357,1,593171,10,4,N,0
20100830,357,1,593171,10,2,N,0
20100831,357,1,593171,10,4,N,0
20100904,357,1,593171,10,4,N,0
20100908,357,1,593171,10,6,N,0
20100910,357,1,593171,10,8,N,0
20100912,357,1,593171,10,2,N,0
20100914,357,1,593171,10,2,N,0
20100916,357,1,593171,10,6,N,0
20100918,357,1,593171,10,2,N,0
20100919,357,1,593171,10,6,N,0
20100920,357,1,593171,10,2,N,0
20100922,357,1,593171,7.5,2,N,0
20100923,357,1,593171,7.5,2,N,0
20100926,357,1,593171,7.5,2,N,0
20100928,357,1,593171,7.5,2,N,0
20100929,357,1,593171,7.5,2,N,0
20101002,357,1,593171,7.5,2,N,0
20101003,357,1,593171,7.5,2,N,0
20101005,357,1,593171,7.5,4,N,0
20101013,357,1,593171,7.5,2,N,0
20101014,357,1,593171,7.5,2,N,0
20101017,357,1,593171,7.5,2,N,0
20101018,357,1,593171,7.5,2,N,0
20101019,357,1,593171,7.5,10,N,0
20101023,357,1,593171,7.5,2,N,0
20101028,357,1,593171,7.5,2,N,0
20101102,357,1,593171,7.5,2,N,0
20101104,357,1,593171,7.5,2,N,0
20101106,357,1,593171,7.5,6,N,0
20101107,357,1,593171,7.5,2,N,0
20101111,357,1,593171,7.5,2,N,0
20101122,357,1,593171,7.5,2,N,0
20101124,357,1,593171,7.5,8,N,0
20101125,357,1,593171,7.5,6,N,0
20101201,357,1,593171,10,6,N,0
20101203,357,1,593171,10,2,N,0
20101205,357,1,593171,10,2,N,0
20101206,357,1,593171,10,6,N,0
20101209,357,1,593171,10,2,N,0
20101210,357,1,593171,10,2,N,0
20101211,357,1,593171,10,6,N,0
20101212,357,1,593171,10,8,N,0
20101213,357,1,593171,10,2,N,0
20101214,357,1,593171,10,2,N,0
20101216,357,1,593171,10,4,N,0
20101219,357,1,593171,10,4,N,0
20101222,357,1,593171,10,2,N,0
20101226,357,1,593171,10,2,N,0
20100103,362,1,593171,10,2,N,0
20100106,362,1,593171,10,2,N,0
20100107,362,1,593171,10,4,N,0
20100108,362,1,593171,10,2,N,0
20100112,362,1,593171,10,2,N,0
20100113,362,1,593171,10,2,N,0
20100114,362,1,593171,10,2,N,0
20100118,362,1,593171,10,2,N,0
20100119,362,1,593171,10,2,N,0
20100124,362,1,593171,10,4,N,0
20100125,362,1,593171,10,2,N,0
20100126,362,1,593171,10,2,N,0
20100127,362,1,593171,10,2,N,0
20100128,362,1,593171,10,2,N,0
20100129,362,1,593171,10,4,N,0
20100201,362,1,593171,10,2,N,0
20100203,362,1,593171,10,2,N,0
20100204,362,1,593171,10,8,N,0
20100205,362,1,593171,10,4,N,0
20100206,362,1,593171,10,4,N,0
20100207,362,1,593171,10,4,N,0
20100208,362,1,593171,10,2,N,0
20100209,362,1,593171,10,2,N,0
20100211,362,1,593171,10,6,N,0
20100213,362,1,593171,10,2,N,0
20100218,362,1,593171,10,2,N,0
20100220,362,1,593171,10,2,N,0
20100226,362,1,593171,10,2,N,0
20100228,362,1,593171,10,4,N,0
20100302,362,1,593171,10,2,N,0
20100303,362,1,593171,10,2,N,0
20100305,362,1,593171,10,2,N,0
20100307,362,1,593171,10,4,N,0
20100312,362,1,593171,10,2,N,0
20100313,362,1,593171,10,6,N,0
20100314,362,1,593171,10,2,N,0
20100317,362,1,593171,10,2,N,0
20100318,362,1,593171,10,4,N,0
20100319,362,1,593171,10,6,N,0
20100320,362,1,593171,10,8,N,0
20100322,362,1,593171,10,2,N,0
20100323,362,1,593171,10,2,N,0
20100324,362,1,593171,10,6,N,0
20100325,362,1,593171,10,6,N,0
20100327,362,1,593171,10,6,N,0
20100328,362,1,593171,10,2,N,0
20100329,362,1,593171,10,4,N,0
20100330,362,1,593171,10,2,N,0
20100331,362,1,593171,10,2,N,0
20100401,362,1,593171,10,4,N,0
20100402,362,1,593171,10,2,N,0
20100407,362,1,593171,10,6,N,0
20100408,362,1,593171,10,6,N,0
20100409,362,1,593171,10,2,N,0
20100410,362,1,593171,10,2,N,0
20100412,362,1,593171,10,2,N,0
20100413,362,1,593171,10,2,N,0
20100416,362,1,593171,10,2,N,0
20100417,362,1,593171,10,4,N,0
20100418,362,1,593171,10,10,N,0
20100419,362,1,593171,10,2,N,0
20100423,362,1,593171,10,6,N,0
20100424,362,1,593171,10,4,N,0
20100427,362,1,593171,10,2,N,0
20100430,362,1,593171,10,6,N,0
20100501,362,1,593171,10,2,N,0
20100502,362,1,593171,10,4,N,0
20100503,362,1,593171,10,6,N,0
20100506,362,1,593171,10,4,N,0
20100507,362,1,593171,10,4,N,0
20100508,362,1,593171,10,6,N,0
20100509,362,1,593171,10,2,N,0
20100510,362,1,593171,10,2,N,0
20100511,362,1,593171,10,2,N,0
20100519,362,1,593171,10,6,N,0
20100520,362,1,593171,10,4,N,0
20100522,362,1,593171,10,6,N,0
20100523,362,1,593171,10,2,N,0
20100525,362,1,593171,10,2,N,0
20100527,362,1,593171,10,4,N,0
20100528,362,1,593171,10,2,N,0
20100603,362,1,593171,10,4,N,0
20100609,362,1,593171,10,2,N,0
20100610,362,1,593171,10,2,N,0
20100617,362,1,593171,10,2,N,0
20100703,362,1,593171,10,2,N,0
20100709,362,1,593171,10,4,N,0
20100714,362,1,593171,10,2,N,0
20100722,362,1,593171,10,2,N,0
20100723,362,1,593171,10,10,N,0
20100724,362,1,593171,10,12,N,0
20100725,362,1,593171,10,6,N,0
20100726,362,1,593171,10,2,N,0
20100727,362,1,593171,10,8,N,0
20100729,362,1,593171,10,2,N,0
20100730,362,1,593171,10,2,N,0
20100731,362,1,593171,10,10,N,0
20100801,362,1,593171,10,8,N,0
20100802,362,1,593171,10,4,N,0
20100803,362,1,593171,10,6,N,0
20100804,362,1,593171,10,2,N,0
20100807,362,1,593171,10,2,N,0
20100809,362,1,593171,10,4,N,0
20100810,362,1,593171,10,4,N,0
20100811,362,1,593171,10,2,N,0
20100812,362,1,593171,10,6,N,0
20100813,362,1,593171,10,4,N,0
20100814,362,1,593171,10,6,N,0
20100815,362,1,593171,10,6,N,0
20100817,362,1,593171,10,2,N,0
20100818,362,1,593171,10,6,N,0
20100821,362,1,593171,10,2,N,0
20100822,362,1,593171,10,8,N,0
20100823,362,1,593171,10,2,N,0
20100827,362,1,593171,10,4,N,0
20100830,362,1,593171,10,10,N,0
20100831,362,1,593171,10,2,N,0
20100901,362,1,593171,10,4,N,0
20100902,362,1,593171,10,2,N,0
20100906,362,1,593171,10,2,N,0
20100908,362,1,593171,10,4,N,0
20100909,362,1,593171,10,4,N,0
20100910,362,1,593171,10,4,N,0
20100911,362,1,593171,10,10,N,0
20100912,362,1,593171,10,2,N,0
20100913,362,1,593171,10,2,N,0
20100916,362,1,593171,10,4,N,0
20100919,362,1,593171,10,2,N,0
20100920,362,1,593171,10,4,N,0
20100924,362,1,593171,10,2,N,0
20100927,362,1,593171,10,4,N,0
20100929,362,1,593171,10,2,N,0
20101001,362,1,593171,10,2,N,0
20101003,362,1,593171,10,2,N,0
20101014,362,1,593171,10,4,N,0
20101015,362,1,593171,10,2,N,0
20101020,362,1,593171,10,2,N,0
20101024,362,1,593171,10,6,N,0
20101027,362,1,593171,10,2,N,0
20101103,362,1,593171,10,2,N,0
20101109,362,1,593171,10,2,N,0
20101114,362,1,593171,10,4,N,0
20101117,362,1,593171,10,2,N,0
20101122,362,1,593171,10,2,N,0
20101125,362,1,593171,10,2,N,0
20101130,362,1,593171,10,2,N,0
20101207,362,1,593171,10,2,N,0
20101210,362,1,593171,10,2,N,0
20101213,362,1,593171,10,2,N,0
20101218,362,1,593171,10,2,N,0
20101221,362,1,593171,10,18,N,0
20101222,362,1,593171,10,12,N,0
20101223,362,1,593171,10,12,N,0
20101224,362,1,593171,10,6,N,0
20101226,362,1,593171,10,6,N,0
20101228,362,1,593171,10,2,N,0
20101230,362,1,593171,10,2,N,0
20100102,364,1,593171,10,6,N,0
20100103,364,1,593171,10,2,N,0
20100104,364,1,593171,10,4,N,0
20100105,364,1,593171,10,2,N,0
20100106,364,1,593171,10,2,N,0
20100108,364,1,593171,10,2,N,0
20100110,364,1,593171,10,2,N,0
20100111,364,1,593171,10,4,N,0
20100113,364,1,593171,10,2,N,0
20100120,364,1,593171,10,2,N,0
20100123,364,1,593171,10,6,N,0
20100124,364,1,593171,10,2,N,0
20100127,364,1,593171,10,2,N,0
20100128,364,1,593171,10,2,N,0
20100129,364,1,593171,10,2,N,0
20100131,364,1,593171,10,6,N,0
20100205,364,1,593171,10,2,N,0
20100208,364,1,593171,10,2,N,0
20100213,364,1,593171,10,2,N,0
20100214,364,1,593171,10,2,N,0
20100217,364,1,593171,10,6,N,0
20100218,364,1,593171,10,4,N,0
20100221,364,1,593171,10,4,N,0
20100225,364,1,593171,10,4,N,0
20100226,364,1,593171,10,2,N,0
20100227,364,1,593171,10,6,N,0
20100228,364,1,593171,10,2,N,0
20100306,364,1,593171,10,2,N,0
20100308,364,1,593171,10,2,N,0
20100309,364,1,593171,10,4,N,0
20100312,364,1,593171,10,4,N,0
20100314,364,1,593171,10,2,N,0
20100316,364,1,593171,10,2,N,0
20100322,364,1,593171,10,2,N,0
20100325,364,1,593171,10,4,N,0
20100328,364,1,593171,10,2,N,0
20100329,364,1,593171,10,2,N,0
20100330,364,1,593171,10,2,N,0
20100404,364,1,593171,10,2,N,0
20100411,364,1,593171,10,2,N,0
20100414,364,1,593171,10,6,N,0
20100416,364,1,593171,10,4,N,0
20100417,364,1,593171,10,8,N,0
20100418,364,1,593171,10,4,N,0
20100421,364,1,593171,10,4,N,0
20100424,364,1,593171,10,2,N,0
20100427,364,1,593171,10,2,N,0
20100429,364,1,593171,10,2,N,0
20100501,364,1,593171,10,4,N,0
20100502,364,1,593171,10,2,N,0
20100503,364,1,593171,10,2,N,0
20100504,364,1,593171,10,4,N,0
20100506,364,1,593171,10,4,N,0
20100507,364,1,593171,10,2,N,0
20100509,364,1,593171,10,2,N,0
20100510,364,1,593171,10,2,N,0
20100511,364,1,593171,10,4,N,0
20100512,364,1,593171,10,2,N,0
20100519,364,1,593171,10,4,N,0
20100524,364,1,593171,10,2,N,0
20100525,364,1,593171,10,2,N,0
20100530,364,1,593171,10,6,N,0
20100601,364,1,593171,10,2,N,0
20100608,364,1,593171,10,2,N,0
20100611,364,1,593171,10,2,N,0
20100613,364,1,593171,10,2,N,0
20100614,364,1,593171,10,4,N,0
20100616,364,1,593171,10,2,N,0
20100619,364,1,593171,10,4,N,0
20100620,364,1,593171,10,4,N,0
20100621,364,1,593171,10,2,N,0
20100624,364,1,593171,10,2,N,0
20100627,364,1,593171,10,2,N,0
20100629,364,1,593171,10,4,N,0
20100701,364,1,593171,10,2,N,0
20100708,364,1,593171,10,2,N,0
20100709,364,1,593171,10,2,N,0
20100713,364,1,593171,10,2,N,0
20100714,364,1,593171,10,4,N,0
20100715,364,1,593171,10,2,N,0
20100721,364,1,593171,10,2,N,0
20100729,364,1,593171,10,2,N,0
20100730,364,1,593171,10,4,N,0
20100805,364,1,593171,10,10,N,0
20100806,364,1,593171,10,8,N,0
20100807,364,1,593171,10,12,N,0
20100809,364,1,593171,10,14,N,0
20100810,364,1,593171,10,2,N,0
20100811,364,1,593171,10,4,N,0
20100812,364,1,593171,10,16,N,0
20100813,364,1,593171,10,6,N,0
20100815,364,1,593171,10,12,N,0
20100816,364,1,593171,10,6,N,0
20100817,364,1,593171,10,12,N,0
20100819,364,1,593171,10,8,N,0
20100821,364,1,593171,10,18,N,0
20100822,364,1,593171,10,14,N,0
20100823,364,1,593171,10,2,N,0
20100824,364,1,593171,10,6,N,0
20100825,364,1,593171,10,2,N,0
20100826,364,1,593171,10,14,N,0
20100827,364,1,593171,10,10,N,0
20100828,364,1,593171,10,4,N,0
20100829,364,1,593171,10,4,N,0
20100830,364,1,593171,10,8,N,0
20100831,364,1,593171,10,2,N,0
20100901,364,1,593171,10,10,N,0
20100902,364,1,593171,10,6,N,0
20100903,364,1,593171,10,4,N,0
20100904,364,1,593171,10,8,N,0
20100905,364,1,593171,10,4,N,0
20100907,364,1,593171,10,2,N,0
20100908,364,1,593171,10,2,N,0
20100910,364,1,593171,10,4,N,0
20100911,364,1,593171,10,4,N,0
20100912,364,1,593171,10,8,N,0
20100913,364,1,593171,10,2,N,0
20100914,364,1,593171,10,12,N,0
20100915,364,1,593171,10,4,N,0
20100916,364,1,593171,10,6,N,0
20100918,364,1,593171,10,4,N,0
20100919,364,1,593171,10,4,N,0
20100920,364,1,593171,10,4,N,0
20100921,364,1,593171,10,2,N,0
20100922,364,1,593171,10,6,N,0
20100925,364,1,593171,10,2,N,0
20100926,364,1,593171,10,2,N,0
20100928,364,1,593171,10,6,N,0
20100929,364,1,593171,10,4,N,0
20101001,364,1,593171,10,6,N,0
20101004,364,1,593171,10,6,N,0
20101005,364,1,593171,10,2,N,0
20101006,364,1,593171,10,2,N,0
20101007,364,1,593171,10,2,N,0
20101009,364,1,593171,10,2,N,0
20101010,364,1,593171,10,2,N,0
20101011,364,1,593171,10,2,N,0
20101015,364,1,593171,10,6,N,0
20101016,364,1,593171,10,6,N,0
20101020,364,1,593171,10,2,N,0
20101024,364,1,593171,10,2,N,0
20101025,364,1,593171,10,4,N,0
20101026,364,1,593171,10,2,N,0
20101027,364,1,593171,10,2,N,0
20101028,364,1,593171,10,4,N,0
20101030,364,1,593171,10,2,N,0
20101102,364,1,593171,10,2,N,0
20101106,364,1,593171,10,2,N,0
20101107,364,1,593171,10,2,N,0
20101110,364,1,593171,10,2,N,0
20101111,364,1,593171,10,2,N,0
20101112,364,1,593171,10,2,N,0
20101113,364,1,593171,10,2,N,0
20101122,364,1,593171,10,8,N,0
20101203,364,1,593171,10,2,N,0
20101204,364,1,593171,10,8,N,0
20101206,364,1,593171,10,4,N,0
20101209,364,1,593171,10,4,N,0
20101219,364,1,593171,10,2,N,0
20101221,364,1,593171,10,2,N,0
20101222,364,1,593171,10,2,N,0
20100105,380,1,593171,10,2,N,0
20100109,380,1,593171,10,2,N,0
20100117,380,1,593171,10,4,N,0
20100123,380,1,593171,10,2,N,0
20100127,380,1,593171,10,4,N,0
20100128,380,1,593171,10,2,N,0
20100201,380,1,593171,10,2,N,0
20100208,380,1,593171,10,2,N,0
20100215,380,1,593171,10,2,N,0
20100222,380,1,593171,10,2,N,0
20100228,380,1,593171,10,2,N,0
20100313,380,1,593171,10,4,N,0
20100318,380,1,593171,10,2,N,0
20100322,380,1,593171,10,2,N,0
20100323,380,1,593171,10,2,N,0
20100326,380,1,593171,10,4,N,0
20100330,380,1,593171,10,2,N,0
20100401,380,1,593171,10,2,N,0
20100420,380,1,593171,10,2,N,0
20100421,380,1,593171,10,2,N,0
