date_,store,department,item,unit_price,quantity,on_promotion,promotion_type
20090703,442,1,593171,10,22,N,0
20090703,380,1,593171,10,20,N,0
20090703,401,1,593171,10,8,N,0
20090703,671,1,593171,10,8,N,0
20090703,362,1,593171,10,6,N,0
20090703,398,1,593171,10,6,N,0
20090703,408,1,593171,10,6,N,0
20090703,613,1,593171,10,6,N,0
20090703,437,1,593171,10,4,N,0
20090703,444,1,593171,10,4,N,0
20090703,364,1,593171,10,2,N,0
20090704,380,1,593171,10,36,N,0
20090704,442,1,593171,10,24,N,0
20090704,671,1,593171,10,18,N,0
20090704,401,1,593171,10,10,N,0
20090704,444,1,593171,10,10,N,0
20090704,390,1,593171,10,8,N,0
20090704,417,1,593171,10,8,N,0
20090704,437,1,593171,10,8,N,0
20090704,398,1,593171,10,6,N,0
20090704,613,1,593171,10,4,N,0
20090704,362,1,593171,10,2,N,0
20090704,408,1,593171,10,2,N,0
20090705,613,1,593171,10,34,N,0
20090705,390,1,593171,10,26,N,0
20090705,380,1,593171,10,22,N,0
20090705,417,1,593171,10,18,N,0
20090705,442,1,593171,10,12,N,0
20090705,671,1,593171,10,12,N,0
20090705,444,1,593171,10,10,N,0
20090705,437,1,593171,10,8,N,0
20090705,398,1,593171,10,6,N,0
20090705,418,1,593171,10,6,N,0
20090705,362,1,593171,10,4,N,0
20090705,408,1,593171,10,4,N,0
20090705,364,1,593171,10,2,N,0
20090705,401,1,593171,10,2,N,0
20090706,380,1,593171,10,14,N,0
20090706,613,1,593171,10,14,N,0
20090706,444,1,593171,10,10,N,0
20090706,417,1,593171,10,8,N,0
20090706,671,1,593171,10,8,N,0
20090706,390,1,593171,10,6,N,0
20090706,408,1,593171,10,6,N,0
20090706,364,1,593171,10,4,N,0
20090706,401,1,593171,10,2,N,0
20090706,418,1,593171,10,2,N,0
20090706,437,1,593171,10,2,N,0
20090706,442,1,593171,10,2,N,0
20090707,613,1,593171,10,22,N,0
20090707,380,1,593171,10,20,N,0
20090707,671,1,593171,10,20,N,0
20090707,444,1,593171,10,16,N,0
20090707,401,1,593171,10,10,N,0
20090707,390,1,593171,10,8,N,0
20090707,417,1,593171,10,8,N,0
20090707,442,1,593171,10,8,N,0
20090707,408,1,593171,10,6,N,0
20090707,362,1,593171,10,2,N,0
20090707,418,1,593171,10,2,N,0
20090708,613,1,593171,10,44,N,0
20090708,380,1,593171,10,18,N,0
20090708,671,1,593171,10,18,N,0
20090708,390,1,593171,10,14,N,0
20090708,437,1,593171,10,12,N,0
20090708,442,1,593171,10,12,N,0
20090708,417,1,593171,10,8,N,0
20090708,444,1,593171,10,8,N,0
20090708,364,1,593171,10,6,N,0
20090708,398,1,593171,10,4,N,0
20090708,362,1,593171,10,2,N,0
20090708,401,1,593171,10,2,N,0
20090708,408,1,593171,10,2,N,0
20090709,401,1,593171,10,20,N,0
20090709,613,1,593171,10,18,N,0
20090709,442,1,593171,10,16,N,0
20090709,671,1,593171,10,14,N,0
20090709,390,1,593171,10,12,N,0
20090709,437,1,593171,10,10,N,0
20090709,380,1,593171,10,8,N,0
20090709,398,1,593171,10,6,N,0
20090709,408,1,593171,10,6,N,0
20090709,444,1,593171,10,6,N,0
20090709,362,1,593171,10,4,N,0
20090709,364,1,593171,10,4,N,0
20090709,417,1,593171,10,4,N,0
20090709,418,1,593171,10,4,N,0
20090710,437,1,593171,10,16,N,0
20090710,380,1,593171,10,14,N,0
20090710,613,1,593171,10,14,N,0
20090710,671,1,593171,10,14,N,0
20090710,442,1,593171,10,12,N,0
20090710,401,1,593171,10,10,N,0
20090710,417,1,593171,10,10,N,0
20090710,390,1,593171,10,8,N,0
20090710,418,1,593171,10,8,N,0
20090710,444,1,593171,10,8,N,0
20090710,362,1,593171,10,2,N,0
20090710,364,1,593171,10,2,N,0
20090710,398,1,593171,10,2,N,0
20090710,408,1,593171,10,2,N,0
20090711,613,1,593171,10,36,N,0
20090711,401,1,593171,10,26,N,0
20090711,444,1,593171,10,18,N,0
20090711,380,1,593171,10,12,N,0
20090711,437,1,593171,10,12,N,0
20090711,390,1,593171,10,10,N,0
20090711,408,1,593171,10,10,N,0
20090711,418,1,593171,10,10,N,0
20090711,442,1,593171,10,10,N,0
20090711,671,1,593171,10,10,N,0
20090711,417,1,593171,10,8,N,0
20090711,364,1,593171,10,4,N,0
20090711,398,1,593171,10,4,N,0
20090712,613,1,593171,10,28,N,0
20090712,380,1,593171,10,16,N,0
20090712,442,1,593171,10,16,N,0
20090712,390,1,593171,10,14,N,0
20090712,671,1,593171,10,14,N,0
20090712,418,1,593171,10,10,N,0
20090712,437,1,593171,10,10,N,0
20090712,398,1,593171,10,8,N,0
20090712,401,1,593171,10,6,N,0
20090712,408,1,593171,10,6,N,0
20090712,444,1,593171,10,6,N,0
20090712,417,1,593171,10,2,N,0
20090713,613,1,593171,10,22,N,0
20090713,444,1,593171,10,20,N,0
20090713,380,1,593171,10,18,N,0
20090713,437,1,593171,10,16,N,0
20090713,401,1,593171,10,14,N,0
20090713,671,1,593171,10,12,N,0
20090713,408,1,593171,10,10,N,0
20090713,390,1,593171,10,6,N,0
20090713,417,1,593171,10,6,N,0
20090713,418,1,593171,10,6,N,0
20090713,398,1,593171,10,4,N,0
20090713,442,1,593171,10,4,N,0
20090713,362,1,593171,10,2,N,0
20090713,364,1,593171,10,2,N,0
20090714,444,1,593171,10,18,N,0
20090714,390,1,593171,10,12,N,0
20090714,437,1,593171,10,8,N,0
20090714,442,1,593171,10,8,N,0
20090714,364,1,593171,10,6,N,0
20090714,380,1,593171,10,6,N,0
20090714,418,1,593171,10,6,N,0
20090714,671,1,593171,10,6,N,0
20090714,401,1,593171,10,4,N,0
20090714,417,1,593171,10,4,N,0
20090714,613,1,593171,10,4,N,0
20090714,398,1,593171,10,2,N,0
20090715,401,1,593171,10,26,N,0
20090715,613,1,593171,10,18,N,0
20090715,418,1,593171,10,16,N,0
20090715,437,1,593171,10,16,N,0
20090715,444,1,593171,10,14,N,0
20090715,671,1,593171,10,14,N,0
20090715,380,1,593171,10,12,N,0
20090715,362,1,593171,10,10,N,0
20090715,390,1,593171,10,6,N,0
20090715,442,1,593171,10,6,N,0
20090715,398,1,593171,10,4,N,0
20090716,401,1,593171,10,24,N,0
20090716,444,1,593171,10,20,N,0
20090716,442,1,593171,10,16,N,0
20090716,671,1,593171,10,16,N,0
20090716,362,1,593171,10,10,N,0
20090716,390,1,593171,10,10,N,0
20090716,398,1,593171,10,10,N,0
20090716,437,1,593171,10,10,N,0
20090716,418,1,593171,10,8,N,0
20090716,613,1,593171,10,8,N,0
20090716,417,1,593171,10,6,N,0
20090716,364,1,593171,10,4,N,0
20090717,362,1,593171,10,18,N,0
20090717,401,1,593171,10,16,N,0
20090717,613,1,593171,10,16,N,0
20090717,418,1,593171,10,14,N,0
20090717,444,1,593171,10,12,N,0
20090717,437,1,593171,10,10,N,0
20090717,671,1,593171,10,10,N,0
20090717,408,1,593171,10,8,N,0
20090717,364,1,593171,10,4,N,0
20090717,380,1,593171,10,4,N,0
20090717,390,1,593171,10,4,N,0
20090717,417,1,593171,10,4,N,0
20090718,401,1,593171,10,34,N,0
20090718,362,1,593171,10,18,N,0
20090718,442,1,593171,10,16,N,0
20090718,417,1,593171,10,14,N,0
20090718,444,1,593171,10,12,N,0
20090718,613,1,593171,10,12,N,0
20090718,671,1,593171,10,12,N,0
20090718,418,1,593171,10,8,N,0
20090718,437,1,593171,10,6,N,0
20090718,408,1,593171,10,4,N,0
20090718,364,1,593171,10,2,N,0
20090718,380,1,593171,10,2,N,0
20090718,390,1,593171,10,2,N,0
20090719,418,1,593171,10,34,N,0
20090719,442,1,593171,10,24,N,0
20090719,401,1,593171,10,18,N,0
20090719,613,1,593171,10,14,N,0
20090719,444,1,593171,10,12,N,0
20090719,362,1,593171,10,10,N,0
20090719,364,1,593171,10,6,N,0
20090719,380,1,593171,10,6,N,0
20090719,390,1,593171,10,6,N,0
20090719,437,1,593171,10,6,N,0
20090719,671,1,593171,10,4,N,0
20090720,401,1,593171,10,22,N,0
20090720,418,1,593171,10,16,N,0
20090720,362,1,593171,10,14,N,0
20090720,442,1,593171,10,12,N,0
20090720,444,1,593171,10,10,N,0
20090720,380,1,593171,10,8,N,0
20090720,613,1,593171,10,8,N,0
20090720,671,1,593171,10,8,N,0
20090720,398,1,593171,10,6,N,0
20090720,364,1,593171,10,4,N,0
20090721,418,1,593171,10,20,N,0
20090721,401,1,593171,10,14,N,0
20090721,380,1,593171,10,8,N,0
20090721,442,1,593171,10,6,N,0
20090721,444,1,593171,10,6,N,0
20090721,362,1,593171,10,4,N,0
20090721,398,1,593171,10,4,N,0
20090721,408,1,593171,10,4,N,0
20090721,417,1,593171,10,4,N,0
20090721,437,1,593171,10,4,N,0
20090721,613,1,593171,10,4,N,0
20090721,671,1,593171,10,2,N,0
20090722,418,1,593171,10,16,N,0
20090722,444,1,593171,10,12,N,0
20090722,442,1,593171,10,10,N,0
20090722,362,1,593171,10,8,N,0
20090722,671,1,593171,10,8,N,0
20090722,401,1,593171,10,6,N,0
20090722,437,1,593171,10,6,N,0
20090722,408,1,593171,10,4,N,0
20090722,380,1,593171,10,2,N,0
20090722,390,1,593171,10,2,N,0
20090722,613,1,593171,10,2,N,0
20090723,418,1,593171,10,26,N,0
20090723,401,1,593171,10,20,N,0
20090723,362,1,593171,10,16,N,0
20090723,444,1,593171,10,14,N,0
20090723,442,1,593171,10,12,N,0
20090723,671,1,593171,10,10,N,0
20090723,613,1,593171,10,8,N,0
20090723,398,1,593171,10,4,N,0
20090723,417,1,593171,10,4,N,0
20090723,380,1,593171,10,2,N,0
20090723,408,1,593171,10,2,N,0
20090723,437,1,593171,10,2,N,0
20090724,401,1,593171,10,30,N,0
20090724,362,1,593171,10,12,N,0
20090724,444,1,593171,10,12,N,0
20090724,417,1,593171,10,10,N,0
20090724,613,1,593171,10,10,N,0
20090724,671,1,593171,10,8,N,0
20090724,418,1,593171,10,6,N,0
20090724,380,1,593171,10,4,N,0
20090724,437,1,593171,10,4,N,0
20090724,364,1,593171,10,2,N,0
20090724,442,1,593171,10,2,N,0
20090725,442,1,593171,10,24,N,0
20090725,401,1,593171,10,16,N,0
20090725,444,1,593171,10,14,N,0
20090725,362,1,593171,10,10,N,0
20090725,380,1,593171,10,10,N,0
20090725,408,1,593171,10,8,N,0
20090725,613,1,593171,10,8,N,0
20090725,418,1,593171,10,6,N,0
20090725,390,1,593171,10,4,N,0
20090725,437,1,593171,10,4,N,0
20090725,364,1,593171,10,2,N,0
20090725,398,1,593171,10,2,N,0
20090725,671,1,593171,10,2,N,0
20090726,362,1,593171,10,22,N,0
20090726,442,1,593171,10,18,N,0
20090726,364,1,593171,10,6,N,0
20090726,401,1,593171,10,4,N,0
20090726,613,1,593171,10,4,N,0
20090726,671,1,593171,10,4,N,0
20090726,380,1,593171,10,2,N,0
20090726,398,1,593171,10,2,N,0
20090726,437,1,593171,10,2,N,0
20090726,444,1,593171,10,2,N,0
20090727,380,1,593171,10,8,N,0
20090727,444,1,593171,10,8,N,0
20090727,390,1,593171,10,6,N,0
20090727,401,1,593171,10,6,N,0
20090727,418,1,593171,10,6,N,0
20090727,442,1,593171,10,6,N,0
20090727,362,1,593171,10,4,N,0
20090727,417,1,593171,10,2,N,0
20090727,671,1,593171,10,2,N,0
20090728,362,1,593171,10,14,N,0
20090728,442,1,593171,10,14,N,0
20090728,444,1,593171,10,14,N,0
20090728,418,1,593171,10,12,N,0
20090728,613,1,593171,10,12,N,0
20090728,401,1,593171,10,10,N,0
20090728,417,1,593171,10,4,N,0
20090728,364,1,593171,10,2,N,0
20090728,380,1,593171,10,2,N,0
20090728,390,1,593171,10,2,N,0
20090728,408,1,593171,10,2,N,0
20090729,362,1,593171,10,16,N,0
20090729,401,1,593171,10,14,N,0
20090729,444,1,593171,10,14,N,0
20090729,442,1,593171,10,10,N,0
20090729,418,1,593171,10,8,N,0
20090729,417,1,593171,10,6,N,0
20090729,380,1,593171,10,4,N,0
20090729,364,1,593171,10,2,N,0
20090729,390,1,593171,10,2,N,0
20090729,408,1,593171,10,2,N,0
20090729,613,1,593171,10,2,N,0
20090729,671,1,593171,10,2,N,0
20090730,418,1,593171,10,12,N,0
20090730,362,1,593171,10,8,N,0
20090730,442,1,593171,10,8,N,0
20090730,613,1,593171,10,8,N,0
20090730,364,1,593171,10,6,N,0
20090730,398,1,593171,10,6,N,0
20090730,671,1,593171,10,6,N,0
20090730,401,1,593171,10,4,N,0
20090730,408,1,593171,10,4,N,0
20090730,444,1,593171,10,4,N,0
20090730,380,1,593171,10,2,N,0
20090730,417,1,593171,10,2,N,0
20090731,401,1,593171,10,16,N,0
20090731,362,1,593171,10,10,N,0
20090731,418,1,593171,10,8,N,0
20090731,613,1,593171,10,8,N,0
20090731,408,1,593171,10,6,N,0
20090731,442,1,593171,10,6,N,0
20090731,444,1,593171,10,6,N,0
20090731,380,1,593171,10,4,N,0
20090731,390,1,593171,10,4,N,0
20090731,417,1,593171,10,4,N,0
20090731,437,1,593171,10,4,N,0
20090731,352,1,593171,10,2,N,0
20090731,364,1,593171,10,2,N,0
20090731,671,1,593171,10,2,N,0
20090801,362,1,593171,10,16,N,0
20090801,401,1,593171,10,16,N,0
20090801,418,1,593171,10,16,N,0
20090801,437,1,593171,10,12,N,0
20090801,442,1,593171,10,8,N,0
20090801,444,1,593171,10,8,N,0
20090801,364,1,593171,10,6,N,0
20090801,671,1,593171,10,4,N,0
20090801,380,1,593171,10,2,N,0
20090801,408,1,593171,10,2,N,0
20090801,417,1,593171,10,2,N,0
20090801,613,1,593171,10,2,N,0
20090802,418,1,593171,10,14,N,0
20090802,401,1,593171,10,10,N,0
20090802,442,1,593171,10,10,N,0
20090802,362,1,593171,10,8,N,0
20090802,390,1,593171,10,6,N,0
20090802,408,1,593171,10,4,N,0
20090802,444,1,593171,10,4,N,0
20090802,613,1,593171,10,4,N,0
20090802,364,1,593171,10,2,N,0
20090802,398,1,593171,10,2,N,0
20090802,671,1,593171,10,2,N,0
20090803,401,1,593171,10,22,N,0
20090803,362,1,593171,10,10,N,0
20090803,418,1,593171,10,8,N,0
20090803,444,1,593171,10,6,N,0
20090803,613,1,593171,10,6,N,0
20090803,437,1,593171,10,4,N,0
20090803,671,1,593171,10,4,N,0
20090803,398,1,593171,10,2,N,0
20090803,417,1,593171,10,2,N,0
20090804,437,1,593171,10,6,N,0
20090804,671,1,593171,10,6,N,0
20090804,362,1,593171,10,4,N,0
20090804,364,1,593171,10,4,N,0
20090804,401,1,593171,10,4,N,0
20090804,418,1,593171,10,4,N,0
20090804,444,1,593171,10,4,N,0
20090804,326,1,593171,10,2,N,0
20090804,442,1,593171,10,2,N,0
20090804,613,1,593171,10,2,N,0
20090805,613,1,593171,10,14,N,0
20090805,362,1,593171,10,10,N,0
20090805,401,1,593171,10,8,N,0
20090805,364,1,593171,10,6,N,0
20090805,408,1,593171,10,6,N,0
20090805,418,1,593171,10,6,N,0
20090805,437,1,593171,10,4,N,0
20090805,442,1,593171,10,4,N,0
20090805,671,1,593171,10,4,N,0
20090805,380,1,593171,10,2,N,0
20090805,444,1,593171,10,2,N,0
20090806,401,1,593171,10,12,N,0
20090806,418,1,593171,10,10,N,0
20090806,362,1,593171,10,4,N,0
20090806,442,1,593171,10,4,N,0
20090806,444,1,593171,10,4,N,0
20090806,613,1,593171,10,4,N,0
20090806,364,1,593171,10,2,N,0
20090806,408,1,593171,10,2,N,0
20090806,671,1,593171,10,2,N,0
20090807,418,1,593171,10,16,N,0
20090807,401,1,593171,10,6,N,0
20090807,444,1,593171,10,6,N,0
20090807,362,1,593171,10,4,N,0
20090807,442,1,593171,10,4,N,0
20090807,364,1,593171,10,2,N,0
20090807,390,1,593171,10,2,N,0
20090807,408,1,593171,10,2,N,0
20090807,613,1,593171,10,2,N,0
20090807,671,1,593171,10,2,N,0
20090808,362,1,593171,10,26,N,0
20090808,442,1,593171,10,16,N,0
20090808,418,1,593171,10,10,N,0
20090808,401,1,593171,10,6,N,0
20090808,408,1,593171,10,6,N,0
20090808,613,1,593171,10,6,N,0
20090808,364,1,593171,10,4,N,0
20090808,444,1,593171,10,4,N,0
20090809,418,1,593171,10,20,N,0
20090809,362,1,593171,10,8,N,0
20090809,380,1,593171,10,4,N,0
20090809,401,1,593171,10,4,N,0
20090809,437,1,593171,10,4,N,0
20090809,364,1,593171,10,2,N,0
20090809,398,1,593171,10,2,N,0
20090809,408,1,593171,10,2,N,0
20090809,671,1,593171,10,2,N,0
20090810,362,1,593171,10,12,N,0
20090810,442,1,593171,10,8,N,0
20090810,364,1,593171,10,6,N,0
20090810,418,1,593171,10,4,N,0
20090810,401,1,593171,10,2,N,0
20090810,408,1,593171,10,2,N,0
20090811,418,1,593171,10,14,N,0
20090811,401,1,593171,10,8,N,0
20090811,442,1,593171,10,6,N,0
20090811,362,1,593171,10,4,N,0
20090811,444,1,593171,10,4,N,0
20090811,671,1,593171,10,4,N,0
20090811,398,1,593171,10,2,N,0
20090811,408,1,593171,10,2,N,0
20090811,437,1,593171,10,2,N,0
20090811,613,1,593171,10,2,N,0
20090812,418,1,593171,10,12,N,0
20090812,442,1,593171,10,6,N,0
20090812,401,1,593171,10,4,N,0
20090812,613,1,593171,10,4,N,0
20090812,326,1,593171,10,2,N,0
20090812,362,1,593171,10,2,N,0
20090812,380,1,593171,10,2,N,0
20090812,390,1,593171,10,2,N,0
20090812,398,1,593171,10,2,N,0
20090812,408,1,593171,10,2,N,0
20090812,671,1,593171,10,2,N,0
20090813,418,1,593171,10,14,N,0
20090813,401,1,593171,10,10,N,0
20090813,442,1,593171,10,8,N,0
20090813,362,1,593171,10,6,N,0
20090813,380,1,593171,10,4,N,0
20090813,444,1,593171,10,4,N,0
20090813,613,1,593171,10,4,N,0
20090813,408,1,593171,10,2,N,0
20090814,442,1,593171,10,26,N,0
20090814,362,1,593171,10,16,N,0
20090814,401,1,593171,10,12,N,0
20090814,418,1,593171,10,12,N,0
20090814,380,1,593171,10,6,N,0
20090814,364,1,593171,10,4,N,0
20090814,390,1,593171,10,2,N,0
20090814,408,1,593171,10,2,N,0
20090814,437,1,593171,10,2,N,0
20090814,444,1,593171,10,2,N,0
20090814,613,1,593171,10,2,N,0
20090815,442,1,593171,10,24,N,0
20090815,671,1,593171,10,12,N,0
20090815,398,1,593171,10,8,N,0
20090815,401,1,593171,10,8,N,0
20090815,364,1,593171,10,6,N,0
20090815,380,1,593171,10,6,N,0
20090815,362,1,593171,10,4,N,0
20090815,418,1,593171,10,4,N,0
20090815,613,1,593171,10,4,N,0
20090815,408,1,593171,10,2,N,0
20090815,437,1,593171,10,2,N,0
20090816,442,1,593171,10,8,N,0
20090816,401,1,593171,10,4,N,0
20090816,418,1,593171,10,4,N,0
20090816,437,1,593171,10,4,N,0
20090816,671,1,593171,10,4,N,0
20090816,362,1,593171,10,2,N,0
20090816,364,1,593171,10,2,N,0
20090816,380,1,593171,10,2,N,0
20090816,398,1,593171,10,2,N,0
20090816,417,1,593171,10,2,N,0
20090816,444,1,593171,10,2,N,0
20090816,613,1,593171,10,2,N,0
20090817,418,1,593171,10,10,N,0
20090817,408,1,593171,10,8,N,0
20090817,442,1,593171,10,8,N,0
20090817,671,1,593171,10,8,N,0
20090817,362,1,593171,10,6,N,0
20090817,380,1,593171,10,4,N,0
20090817,390,1,593171,10,2,N,0
20090817,398,1,593171,10,2,N,0
20090817,401,1,593171,10,2,N,0
20090817,613,1,593171,10,2,N,0
20090818,444,1,593171,10,22,N,0
20090818,352,1,593171,10,10,N,0
20090818,315,1,593171,10,6,N,0
20090818,380,1,593171,10,6,N,0
20090818,390,1,593171,10,6,N,0
20090818,418,1,593171,10,6,N,0
20090818,442,1,593171,10,6,N,0
20090818,362,1,593171,10,4,N,0
20090818,401,1,593171,10,4,N,0
20090818,613,1,593171,10,4,N,0
20090818,671,1,593171,10,2,N,0
20090819,401,1,593171,10,24,N,0
20090819,613,1,593171,10,18,N,0
